0.640569	1.119579	
1.578747	2.012407	
2.669982	2.876892	 
5.597893	5.952190	
7.445906	7.896572	 
8.355740	8.588159	
9.917482	10.345472	
11.524573	11.873201	
12.723514	13.125995	
14.251243	14.684902	
15.631584	15.943365	
17.145140	17.499437	
19.523182	19.781110	
21.731161	21.952242	
24.117705	24.537193	
27.303544	27.723032	 
29.364135	29.670248	
30.503555	30.781323	
32.391249	32.671852	
34.746615	34.857156	
35.721641	36.163803	
37.776563	38.116688	
38.836620	39.366648	
40.140433	40.353011	
47.614682	47.912292	
49.610083	49.899190	
52.537994	52.824266	
53.875819	54.119575	
55.746507	56.032779	
62.656716	63.033688	
65.201986	65.510933	
66.752389	67.358946	
67.835121	68.382155	 
73.566229	73.702279	
77.514515	77.880149	
80.870416	81.224713	
84.767683	85.096471	
87.760784	87.967694	
88.270972	88.596925	
89.733510	90.059463	
91.144148	91.346785	
92.699268	92.878342	
93.754864	94.471162	
96.912228	97.477726	
97.554012	97.750166	
98.098885	98.392125	
98.497137	98.653664	
98.711123	98.940961	
99.737465	99.949470	
99.981172	100.246674	
100.272229	100.748190	
102.442015	102.935373	
103.670456	104.203440	
104.245049	104.720574	
106.485962	106.854494	
107.328038	107.783749	
111.803919	112.220004	
